state,temperature_2m,precipitation,is_day,shortwave_radiation,global_tilted_irradiance
0.008042895442359251,0.29508196721311464,0.0,0.0,0.3060344827586207,0.11030594707903664
0.018766756032171584,0.33196721311475397,0.0,0.0,0.3588362068965517,0.14579002643977154
0.029490616621983917,0.36885245901639374,0.0,0.0,0.41163793103448276,0.1875217771046121
0.040214477211796246,0.4098360655737707,0.0,0.0,0.4665948275862069,0.23185860800269648
0.08042895442359249,0.4426229508196724,0.0,0.0,0.5193965517241379,0.27590281376287007
0.128686327077748,0.47950819672131173,0.0,0.0,0.5711206896551724,0.32129021874993846
0.18766756032171583,0.5122950819672134,0.0,0.0,0.6217672413793104,0.369710997930972
0.26541554959785524,0.5450819672131151,0.0,0.0,0.6681034482758621,0.41942634739919715
0.33512064343163545,0.5737704918032791,0.0,0.0,0.7112068965517241,0.46982480730291987
0.3887399463806971,0.6065573770491808,0.0,0.0,0.7510775862068966,0.5197508094875276
0.43967828418230565,0.639344262295082,0.0,0.0,0.7855603448275862,0.5673724873604424
0.5040214477211796,0.668032786885246,0.0,0.0,0.8135775862068966,0.6108737686099516
0.5442359249329759,0.6926229508196724,0.0,0.0,0.8415948275862069,0.6549528650891946
0.5898123324396783,0.7172131147540988,0.0,0.0,0.8609913793103449,0.6920989160857521
0.640750670241287,0.7377049180327875,0.0,0.0,0.8706896551724138,0.7207887444135287
0.6809651474530831,0.7540983606557377,0.0,0.0,0.8620689655172414,0.732887620458027
0.7184986595174263,0.7663934426229515,0.0,0.0,0.8297413793103449,0.7222971968854451
0.7613941018766757,0.7786885245901645,0.0,0.0,0.7866379310344828,0.6987797618975918
0.8632707774798929,0.7868852459016398,0.0,0.0,0.75,0.6776656847892191
0.833780160857909,0.7950819672131151,0.0,0.0,0.7359913793103449,0.6752517870050198
0.8713136729222521,0.8032786885245904,0.0,0.0,0.7424568965517241,0.6916054097096268
0.8873994638069705,0.8155737704918034,0.0,0.0,0.759698275862069,0.718761032891888
0.9088471849865952,0.8278688524590172,0.0,0.0,0.7704741379310345,0.7402438093667142
0.8981233243967829,0.8360655737704921,0.0,0.0,0.7693965517241379,0.7500625457675891
0.4450402144772118,0.8401639344262302,0.0,0.0,0.7575431034482759,0.7490204243706655
0.9356568364611261,0.8442622950819674,0.0,0.0,0.7424568965517241,0.7444514639402217
0.9088471849865952,0.8401639344262302,0.0,0.0,0.7230603448275862,0.7350970544748215
0.9195710455764076,0.8401639344262302,0.0,0.0,0.7047413793103449,0.726161707467389
0.9571045576407508,0.8319672131147544,0.0,0.0,0.6842672413793104,0.7144379066528884
0.193029490616622,0.8237704918032791,0.0,0.0,0.6627155172413793,0.7010872222203439
0.2680965147453083,0.8155737704918034,0.0,0.0,0.6368534482758621,0.6825562005788022
0.3029490616621984,0.8032786885245904,0.0,0.0,0.6077586206896551,0.6596528318624306
0.9356568364611261,0.7950819672131151,0.0,0.0,0.5754310344827587,0.6321859440063273
0.9383378016085792,0.7909836065573774,0.0,0.0,0.5387931034482759,0.5993269239691607
0.225201072386059,0.7909836065573774,0.0,0.0,0.5021551724137931,0.565249210574636
0.23056300268096516,0.7868852459016398,0.0,0.0,0.4622844827586207,0.5264801180927893
0.16890080428954424,0.7745901639344264,0.0,0.0,0.4213362068965517,0.4852259652976409
0.225201072386059,0.7500000000000004,0.0,0.0,0.37931034482758624,0.4413196194143624
0.7962466487935658,0.7172131147540988,0.0,0.0,0.3394396551724138,0.3996496440137316
0.6836461126005362,0.680327868852459,0.0,0.0,0.30495689655172414,0.364004911583138
0.20375335120643434,0.651639344262295,0.0,0.0,0.2747844827586207,0.333235741776812
0.1957104557640751,0.6352459016393448,0.0,0.0,0.2446120689655172,0.3024344849699131
0.14209115281501342,0.6188524590163937,0.0,0.0,0.21012931034482757,0.2646672857166343
0.15281501340482576,0.6065573770491808,0.0,0.0,0.17241379310344826,0.22078117852724463
0.13404825737265416,0.5860655737704921,0.0,0.0,0.13038793103448273,0.1674185651239965
0.12064343163538874,0.5655737704918034,0.0,0.0,0.09159482758620689,0.11678092726422347
0.21715817694369974,0.5450819672131151,0.0,0.0,0.0581896551724138,0.07333578268950307
0.07238605898123325,0.5204918032786887,0.0,0.0,0.032327586206896554,0.04203590012418687
0.08579088471849866,0.49180327868852514,0.0,0.0,0.009698275862068966,0.011656081667077895
0.008042895442359251,0.2581967213114753,0.0,0.0,0.3351293103448276,0.07967825602329491
0.018766756032171584,0.3032786885245904,0.0,0.0,0.3857758620689655,0.11490838598515911
0.029490616621983917,0.3442622950819674,0.0,0.0,0.4364224137931035,0.15984932476199065
0.040214477211796246,0.37704918032786905,0.0,0.0,0.4870689655172414,0.20873778495655246
